Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,751.0,2601.99,14.09,0.0,2616.08,214.2
Drive Thru,310.0,1025.6,0.0,0.0,1025.6,84.44
Total,1061.0,3627.59,14.09,0.0,3641.68,298.64
