Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,575.0,2733.58,109.77,0.0,2843.35,225.42
NA Beverage,181.0,563.18,1.34,0.0,564.52,46.45
Liquor,15.0,137.67,1.2,0.0,138.87,11.34
Draft Beer,5.0,19.77,1.68,0.0,21.45,1.62
Total,776.0,3454.20,113.99,0.0,3568.19,284.83
