Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,98,2813.45,91.16,2904.61,231.81
Drive Thru,178,2038.11,14.88,2052.99,167.94
Take Out,23,362.75,0.0,362.75,29.89
Total,299,5214.31,106.04,5320.35,429.64
