Hour of day,Net sales,Total orders,Total guests
15,198.2,11,14
8,495.21,41,49
20,31.24,2,2
12,596.0,32,41
18,334.21,12,20
11,512.2,30,42
5,3.98,1,1
19,560.53,8,39
6,138.55,15,15
16,202.23,11,18
13,352.94,20,25
9,389.39,22,34
17,309.66,17,21
10,605.86,40,54
14,233.77,11,16
7,250.34,26,28
