Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3366.84,250,13.47,253,14.40,250,13.47,10.56
Table Service,4643.07,322,14.42,151,33.28,133,34.91,47.49
Total,8009.91,572,14.00,404,21.46,383,20.91,23.39
