Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,857.0,2815.69,8.23,0.0,2823.92,231.87
Drive Thru,482.0,1466.66,0.0,0.0,1466.66,120.73
Total,1339.0,4282.35,8.23,0.0,4290.58,352.60
