Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3139.27,258,12.17,257,13.22,256,12.26,5.49
Table Service,1143.08,97,11.78,58,21.33,56,20.41,34.61
Total,4282.35,355,12.06,315,14.71,312,13.73,10.72
