Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,61,1207.34,8.23,1215.57,99.49
Drive Thru,207,2393.5,0.0,2393.5,196.99
Take Out,44,681.51,0.0,681.51,56.12
Total,312,4282.35,8.23,4290.58,352.60
