Hour of day,Net sales,Total orders,Total guests
6,94.23,8,8
7,87.45,10,12
8,264.59,26,28
9,472.2,25,32
10,166.48,11,16
11,404.3,17,31
12,550.83,22,34
13,310.44,11,18
14,217.37,10,13
15,73.55,8,8
16,198.1,6,9
17,363.8,10,19
18,281.01,10,16
19,273.23,9,14
20,145.73,5,10
