Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1770.04,124,14.27,125,15.33,124,14.27,11.28
Table Service,2008.43,137,14.66,71,30.62,63,31.88,41.23
Total,3778.47,261,14.48,196,20.87,187,20.21,21.37
