Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,66,2022.98,48.68,2071.66,166.85
Drive Thru,103,1407.11,4.1,1411.21,116.03
Take Out,18,348.38,3.99,352.37,28.72
Total,187,3778.47,56.77,3835.24,311.60
