Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2151.85,200,10.76,205,11.36,199,10.81,5.53
Table Service,1067.87,85,12.56,51,22.67,48,22.25,38.84
Total,3219.72,285,11.30,256,13.61,247,13.04,12.00
