Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,634.0,2233.21,11.77,0.0,2244.98,184.08
Drive Thru,338.0,986.51,0.0,0.0,986.51,81.21
Total,972.0,3219.72,11.77,0.0,3231.49,265.29
