Hour of day,Net sales,Total orders,Total guests
10,287.37,18,22
11,375.47,21,27
12,319.27,17,22
8,239.1,21,26
13,148.08,8,11
7,104.32,9,10
19,304.25,8,13
14,375.46,15,23
17,59.77,2,2
6,33.87,4,4
15,103.86,7,8
18,221.3,9,12
9,306.17,21,28
20,300.0,8,15
16,194.69,7,12
