Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,61,1741.95,19.93,1761.88,143.6
Drive Thru,100,1399.17,14.24,1413.41,115.32
Take Out,14,231.86,36.96,268.82,19.16
Total,175,3372.98,71.13,3444.11,278.08
