Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2134.09,196,10.89,202,11.43,196,10.89,6.94
Table Service,1001.78,71,14.11,46,23.57,42,23.85,45.10
Total,3135.87,267,11.74,248,13.69,238,13.18,13.67
