Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000031074435149,800000031074435334,3,,CREDIT,AM,AM,0.00,12.35,,10/23/25 6:03 AM,10/23/25 6:03 AM
800000031074458047,800000031074457219,6,,CASH,AM,AM,0.00,18.12,Front Box Cash Drawer,10/23/25 6:07 AM,10/23/25 6:07 AM
800000031074465190,800000031074425843,1,,CREDIT,AM,AM,0.00,15.07,,10/23/25 6:09 AM,10/23/25 6:01 AM
800000031074474949,800000031074452785,4,,CASH,AM,AM,0.00,5.72,Front Box Cash Drawer,10/23/25 6:10 AM,10/23/25 6:07 AM
800000031074491543,800000031074492566,8,,CASH,AM,AM,0.00,7.28,Front Box Cash Drawer,10/23/25 6:14 AM,10/23/25 6:14 AM
800000031074503855,800000031074482825,2,,CREDIT,AM,AM,0.00,15.75,,10/23/25 6:15 AM,10/23/25 6:12 AM
800000031074505066,800000031074495457,9,,CASH,AM,AM,0.00,4.32,Front Box Cash Drawer,10/23/25 6:16 AM,10/23/25 6:14 AM
800000031074537249,800000031074502229,10,,CREDIT,AM,AM,0.00,8.63,,10/23/25 6:21 AM,10/23/25 6:15 AM
800000031074540294,800000031074509032,11,,CREDIT,AM,AM,0.00,6.26,,10/23/25 6:22 AM,10/23/25 6:17 AM
800000031074548970,800000031074465292,7,,CASH,AM,AM,0.00,6.20,Front Box Cash Drawer,10/23/25 6:23 AM,10/23/25 6:09 AM
800000031074550931,800000031074524166,12,,CASH,AM,AM,0.00,12.92,Front Box Cash Drawer,10/23/25 6:23 AM,10/23/25 6:19 AM
800000031074565805,800000031074543045,14,,CASH,AM,AM,0.00,6.46,Front Box Cash Drawer,10/23/25 6:25 AM,10/23/25 6:22 AM
800000031074583962,800000031074549182,13,,CREDIT,AM,AM,0.00,13.07,,10/23/25 6:28 AM,10/23/25 6:23 AM
800000031074590069,800000031074566644,15,,CREDIT,AM,AM,0.00,4.31,,10/23/25 6:29 AM,10/23/25 6:26 AM
800000031074595251,800000031074585898,17,,CREDIT,AM,AM,0.00,4.85,,10/23/25 6:29 AM,10/23/25 6:29 AM
800000031074636035,800000031074615413,18,,CASH,AM,AM,0.00,9.34,Front Box Cash Drawer,10/23/25 6:35 AM,10/23/25 6:32 AM
800000031074643661,800000031074631306,19,,CREDIT,Maria ,AM,2.00,9.27,,10/23/25 6:36 AM,10/23/25 6:34 AM
