Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,640.0,2313.84,12.14,0.0,2325.98,190.6
Drive Thru,496.0,1551.87,0.0,0.0,1551.87,127.72
Total,1136.0,3865.71,12.14,0.0,3877.85,318.32
