Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2377.35,211,11.27,208,12.37,208,11.43,5.58
Table Service,891.7,82,10.87,50,19.31,48,18.58,33.25
Total,3269.05,293,11.16,258,13.71,256,12.77,10.77
