Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,51,917.36,20.26,937.62,75.66
Drive Thru,171,1956.01,0.0,1956.01,160.97
Take Out,34,395.68,0.0,395.68,32.61
Total,256,3269.05,20.26,3289.31,269.24
