Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1023.0,4728.61,85.35,0,4813.96,389.99
NA Beverage,278.0,778.28,1.05,0,779.33,64.21
Liquor,40.0,315.19,3.11,0,318.3,25.96
Draft Beer,7.0,27.83,0.0,0,27.83,2.28
Total,1348.0,5849.91,89.51,0,5939.42,482.44
