Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,761.0,3233.53,144.71,0.0,3378.24,266.78
NA Beverage,207.0,529.2,16.95,0.0,546.15,43.59
Liquor,27.0,171.24,0.0,0.0,171.24,14.12
Draft Beer,1.0,4.69,0.0,0.0,4.69,0.39
Total,996.0,3938.66,161.66,0.0,4100.32,324.88
