Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,59,2123.19,124.85,2248.04,175.02
Drive Thru,110,1542.19,35.51,1577.7,127.32
Take Out,17,273.28,1.3,274.58,22.54
Total,186,3938.66,161.66,4100.32,324.88
