Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1805.24,127,14.21,127,15.39,127,14.21,11.37
Table Service,2133.42,157,13.59,80,28.87,59,36.16,48.71
Total,3938.66,284,13.87,207,20.60,186,21.18,23.21
