Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,97,2505.35,75.21,2580.56,206.35
Drive Thru,178,2022.44,2.27,2024.71,166.62
Take Out,26,487.1,0.0,487.1,40.12
Total,301,5014.89,77.48,5092.37,413.09
