Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,123,1754.46,46.78,0.0,1801.24,144.46
Lunch,97,1893.82,29.25,0.0,1923.07,156.05
Dinner,45,1014.02,1.25,0.0,1015.27,83.5
No Service,36,352.59,0.2,0.0,352.79,29.08
Total,301,5014.89,77.48,0.0,5092.37,413.09
