Hour of day,Net sales,Total orders,Total guests
14,110.43,6,8
17,62.17,5,5
12,384.07,20,30
19,132.53,6,11
15,131.27,6,9
13,222.68,8,12
9,248.06,18,22
16,73.66,4,7
8,272.33,18,21
10,475.71,28,41
6,73.08,7,8
11,464.12,26,34
18,245.17,8,14
20,27.95,1,1
7,142.79,15,16
