Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,56,1654.9,20.61,1675.51,136.51
Drive Thru,105,1184.92,8.45,1193.37,97.76
Take Out,15,226.2,0.0,226.2,18.68
Total,176,3066.02,29.06,3095.08,252.95
