Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,789.0,4126.38,78.31,0.0,4204.69,340.47
NA Beverage,249.0,764.07,4.74,0.0,768.81,62.91
Liquor,31.0,252.71,0.0,0.0,252.71,20.83
Draft Beer,15.0,68.35,0.0,0.0,68.35,5.67
Total,1084.0,5211.51,83.05,0.0,5294.56,429.88
