Hour of day,Net sales,Total orders,Total guests
8,218.97,20,20
6,28.01,4,4
12,573.82,21,37
18,377.22,11,52
13,230.57,7,14
20,158.91,4,9
11,430.62,21,28
10,353.47,23,30
21,693.65,2,34
19,481.53,11,169
9,532.77,35,46
14,67.14,5,6
7,248.36,19,22
15,95.69,6,7
16,457.3,12,24
17,263.48,12,15
