Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,71,1251.49,0.0,13.37,95.34,0.0,0.0,0.00,1264.86,1.2
Credit/debit,,227,7771.99,649.58,492.43,592.12,0.0,0.0,649.58,8914.00,15.9
Credit/debit,AMEX,7,194.95,22.07,0.0,14.82,0.0,0.0,22.07,217.02,12.3
Credit/debit,DISCOVER,3,73.98,8.92,0.0,5.64,0.0,0.0,8.92,82.90,13.1
Credit/debit,MASTERCARD,95,4381.71,401.92,431.21,333.83,0.0,0.0,401.92,5214.84,20.6
Credit/debit,VISA,122,3121.35,216.67,61.22,237.83,0.0,0.0,216.67,3399.24,9.6
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,298,9023.48,649.58,505.80,687.46,0.0,0.0,649.58,10178.86,13.9
