Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Party Room,166.0,1978.94,0.0,0.0,1978.94,163.25
Dining Room,1866.0,6357.08,91.0,0.0,6448.08,524.21
Total,2032.0,8336.02,91.0,0.0,8427.02,687.46
