Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,125,5667.52,85.06,5752.58,467.38
Drive Thru,142,2341.96,5.94,2347.9,193.14
Take Out,16,326.54,0.0,326.54,26.94
Total,283,8336.02,91.00,8427.02,687.46
