Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1499.0,6991.89,91.0,0.0,7082.89,576.63
NA Beverage,526.0,1270.2,0.0,0.0,1270.2,104.73
Liquor,5.0,52.95,0.0,0.0,52.95,4.37
Draft Beer,2.0,20.98,0.0,0.0,20.98,1.73
Total,2032.0,8336.02,91.0,0.0,8427.02,687.46
