Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,63,1309.04,0.0,23.14,99.69,0.0,0.0,0.00,1332.18,1.9
Credit/debit,,226,5929.75,593.67,94.76,451.44,0.0,0.0,593.67,6618.18,12.6
Credit/debit,AMEX,3,46.47,1.05,0.0,3.54,0.0,0.0,1.05,47.52,2.2
Credit/debit,DISCOVER,2,53.72,7.0,0.0,4.09,0.0,0.0,7.00,60.72,14.1
Credit/debit,MASTERCARD,95,2485.68,256.61,37.16,189.32,0.0,0.0,256.61,2779.45,12.8
Credit/debit,VISA,126,3343.88,329.01,57.6,254.49,0.0,0.0,329.01,3730.49,12.5
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,289,7238.79,593.67,117.90,551.13,0.0,0.0,593.67,7950.36,10.6
