Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2024.0,6687.66,67.8,0.0,6755.46,551.13
Total,2024.0,6687.66,67.8,0.0,6755.46,551.13
