Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000029580656509,800000029580574394,1,,CASH,Cin,Cin,0.00,9.50,Drive Thru Cash Drawer,9/14/25 8:11 AM,9/14/25 8:07 AM
800000029580718524,800000029580623885,2,,CASH,Cin,Cin,0.00,11.35,Drive Thru Cash Drawer,9/14/25 8:15 AM,9/14/25 8:10 AM
800000029580841627,800000029580792142,4,,CASH,Cin,Cin,0.00,4.75,Drive Thru Cash Drawer,9/14/25 8:22 AM,9/14/25 8:19 AM
800000029581071625,800000029581035530,6,,CASH,Cin,Cin,0.00,10.05,Drive Thru Cash Drawer,9/14/25 8:34 AM,9/14/25 8:33 AM
800000029581167018,800000029581068302,7,,CASH,Cin,Cin,0.00,8.19,Drive Thru Cash Drawer,9/14/25 8:39 AM,9/14/25 8:34 AM
800000029581170969,800000029580790082,3,5,CREDIT,samantha,AM,0.00,17.91,,9/14/25 8:39 AM,9/14/25 8:19 AM
800000029581210042,800000029581103616,9,,CASH,Cin,Cin,0.00,6.47,Drive Thru Cash Drawer,9/14/25 8:41 AM,9/14/25 8:36 AM
800000029581231862,800000029581161582,10,,CREDIT,Cin,Cin,2.00,9.69,,9/14/25 8:42 AM,9/14/25 8:39 AM
800000029581247454,800000029581205299,12,,CREDIT,Cin,Cin,2.00,38.18,,9/14/25 8:43 AM,9/14/25 8:41 AM
800000029581288602,800000029581236506,13,,CASH,Cin,Cin,0.00,6.47,Drive Thru Cash Drawer,9/14/25 8:45 AM,9/14/25 8:42 AM
800000029581340066,800000029581285043,14,,CREDIT,Cin,Cin,0.00,34.93,,9/14/25 8:47 AM,9/14/25 8:45 AM
800000029581409253,800000029581343443,17,,CREDIT,Cin,Cin,0.00,5.88,,9/14/25 8:51 AM,9/14/25 8:47 AM
800000029581424552,800000029581415166,18,,CREDIT,Cin,Cin,0.00,6.47,,9/14/25 8:51 AM,9/14/25 8:51 AM
800000029581496727,800000029581477213,19,,CREDIT,Cin,Cin,2.00,16.20,,9/14/25 8:54 AM,9/14/25 8:54 AM
800000029581511836,800000029581092851,8,14,CREDIT,samantha,AM,4.03,9.97,,9/14/25 8:55 AM,9/14/25 8:35 AM
800000029581607576,800000029581530538,20,,CREDIT,Cin,Cin,7.00,41.26,,9/14/25 8:59 AM,9/14/25 8:56 AM
800000029581620448,800000029580953901,5,9,CASH,samantha,AM,0.00,17.01,Front Box Cash Drawer,9/14/25 9:00 AM,9/14/25 8:28 AM
800000029581651376,800000029581189425,11,,CASH,Cin,Cin,0.00,20.47,Drive Thru Cash Drawer,9/14/25 9:01 AM,9/14/25 8:40 AM
800000029581735367,800000029581666275,25,,CREDIT,Cin,Cin,0.00,22.07,,9/14/25 9:04 AM,9/14/25 9:02 AM
800000029581791456,800000029581695602,26,,CASH,Cin,Cin,0.00,8.69,Drive Thru Cash Drawer,9/14/25 9:07 AM,9/14/25 9:03 AM
800000029581867342,800000029581813757,29,,CASH,Cin,Cin,0.00,20.16,Drive Thru Cash Drawer,9/14/25 9:10 AM,9/14/25 9:07 AM
800000029581952955,800000029581838851,30,,CREDIT,Cin,Cin,0.00,11.21,,9/14/25 9:13 AM,9/14/25 9:08 AM
800000029581963649,800000029581336988,15,5,CASH,samantha,AM,0.00,13.64,Front Box Cash Drawer,9/14/25 9:13 AM,9/14/25 8:47 AM
800000029581977771,800000029581883555,31,,CREDIT,Cin,Cin,1.00,5.73,,9/14/25 9:14 AM,9/14/25 9:10 AM
800000029582035539,800000029581941628,33,,CASH,Cin,Cin,0.00,12.93,Drive Thru Cash Drawer,9/14/25 9:16 AM,9/14/25 9:12 AM
800000029582063210,800000029581984707,35,,CREDIT,Cin,Cin,4.00,26.46,,9/14/25 9:17 AM,9/14/25 9:14 AM
800000029582111821,800000029582034351,36,,CREDIT,Cin,Cin,0.00,25.92,,9/14/25 9:19 AM,9/14/25 9:16 AM
800000029582122737,800000029581355406,16,6,CREDIT,samantha,AM,3.00,18.36,,9/14/25 9:19 AM,9/14/25 8:48 AM
