Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1397.0,5737.18,149.89,0.0,5887.07,473.23
NA Beverage,381.0,1181.11,9.64,0.0,1190.75,97.46
Liquor,16.0,141.84,0.0,0.0,141.84,11.68
Draft Beer,3.0,11.07,0.0,0.0,11.07,0.9
Total,1797.0,7071.20,159.53,0.0,7230.73,583.27
