Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,10.0,26.0,0.0,0.0,26.0,2.15
Dining Room,1070.0,4748.98,148.18,0.0,4897.16,391.69
Drive Thru,714.0,2288.65,11.35,0.0,2300.0,188.8
No Revenue Center,3.0,7.57,0.0,0.0,7.57,0.63
Total,1797.0,7071.20,159.53,0.0,7230.73,583.27
