Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,661.0,2184.66,8.97,0.0,2193.63,179.85
Drive Thru,303.0,901.71,0.0,0.0,901.71,74.19
Total,964.0,3086.37,8.97,0.0,3095.34,254.04
