Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2127.5,218,9.76,220,10.47,218,9.76,7.01
Table Service,958.87,82,11.69,53,19.58,47,20.40,38.56
Total,3086.37,300,10.29,273,12.24,265,11.65,12.61
