Hour of day,Net sales,Total orders,Total guests
14,168.87,9,14
12,314.74,23,29
8,427.9,53,56
13,288.08,17,21
9,317.2,30,32
5,17.96,1,1
15,107.58,8,9
19,100.29,8,8
17,137.83,11,11
6,211.44,23,24
10,250.97,18,23
18,68.53,3,3
16,122.84,8,8
11,335.58,22,28
7,216.56,31,33
