Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,589.0,2009.11,11.93,0.0,2021.04,165.66
Drive Thru,289.0,936.16,0.0,0.0,936.16,77.09
Total,878.0,2945.27,11.93,0.0,2957.20,242.75
