Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,562.0,1747.82,3.6,0.0,1751.42,144.04
Drive Thru,471.0,1552.92,0.0,0.0,1552.92,127.9
Total,1033.0,3300.74,3.6,0.0,3304.34,271.94
