Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2365.3,165,14.34,168,15.24,165,14.34,6.22
Table Service,935.44,81,11.55,37,27.37,36,25.98,37.09
Total,3300.74,246,13.42,205,17.43,201,16.42,11.75
