Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,93,1404.18,0.0,0.0,1404.18,115.75
Lunch,108,1896.56,3.6,0.0,1900.16,156.19
Total,201,3300.74,3.6,0.0,3304.34,271.94
