Hour of day,Net sales,Total orders,Total guests
6,92.96,16,16
11,571.98,38,47
8,296.87,30,34
13,298.03,19,24
14,148.84,11,12
16,193.17,14,17
19,98.85,4,6
17,211.97,10,11
15,86.66,6,7
7,149.16,22,22
18,32.21,3,3
9,159.35,18,18
10,343.19,26,29
12,531.18,28,38
