Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,654.0,2243.14,3.0,0.0,2246.14,184.8
Drive Thru,310.0,971.28,0.0,0.0,971.28,79.91
Total,964.0,3214.42,3.0,0.0,3217.42,264.71
