Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,638.0,2822.34,105.32,0.0,2927.66,232.81
NA Beverage,178.0,511.21,2.54,0.0,513.75,42.27
Liquor,10.0,65.9,0.0,0.0,65.9,5.43
Draft Beer,4.0,16.76,0.0,0.0,16.76,1.38
Total,830.0,3416.21,107.86,0.0,3524.07,281.89
