Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Bar,9.0,48.61,0.0,0.0,48.61,4.01
Dining Room,468.0,2174.4,46.66,0.0,2221.06,179.39
Drive Thru,316.0,1080.79,24.96,0.0,1105.75,89.21
No Revenue Center,37.0,112.41,36.24,0.0,148.65,9.28
Total,830.0,3416.21,107.86,0.0,3524.07,281.89
