Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1178.0,4969.59,56.34,0,5025.93,409.76
NA Beverage,434.0,882.55,0.0,0,882.55,72.6
Liquor,33.0,218.68,0.0,0,218.68,18.06
Bottled Beer,2.0,7.98,0.0,0,7.98,0.66
Total,1647.0,6078.80,56.34,0,6135.14,501.08
