Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2543.56,210,12.11,211,13.05,210,12.11,8.10
Table Service,3535.24,252,14.03,121,31.63,93,38.01,38.63
Total,6078.80,462,13.16,332,19.82,303,20.06,17.47
