Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,94,1458.75,0.0,21.48,111.07,0,0,0.00,1480.23,1.6
Credit/debit,,238,5121.13,380.33,250.43,390.01,0,0,380.33,5751.89,13.3
Credit/debit,AMEX,7,89.71,0.0,0.0,6.83,0,0,0.00,89.71,0.0
Credit/debit,DISCOVER,3,95.32,0.0,6.19,7.26,0,0,0.00,101.51,7.0
Credit/debit,MASTERCARD,88,1671.83,114.71,29.98,127.34,0,0,114.71,1816.52,9.3
Credit/debit,VISA,140,3264.27,265.62,214.26,248.58,0,0,265.62,3744.15,15.9
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,332,6579.88,380.33,271.91,501.08,0.0,0.0,380.33,7232.12,10.7
