Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1457.0,5787.9,78.89,0.0,5866.79,477.25
NA Beverage,458.0,997.43,0.37,0.0,997.8,81.84
Liquor,41.0,243.12,0.0,0.0,243.12,20.09
Bottled Beer,3.0,11.97,0.0,0.0,11.97,0.99
Draft Beer,4.0,43.96,0.0,0.0,43.96,3.64
Total,1963.0,7084.38,79.26,0.0,7163.64,583.81
