Hour of day,Net sales,Total orders,Total guests
19,400.91,12,23
20,193.43,7,11
10,885.85,48,66
15,324.64,15,25
7,470.67,31,34
12,369.38,23,30
11,894.55,36,63
18,759.22,22,42
17,346.91,14,22
6,160.5,16,16
16,273.4,13,19
9,583.27,43,58
8,720.39,49,59
14,237.98,14,19
13,442.41,23,33
21,20.87,2,2
