Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2266.0,8619.02,126.96,0,8745.98,710.09
No Revenue Center,1.0,0.0,9.99,0,9.99,0.0
Total,2267.0,8619.02,136.95,0,8755.97,710.09
