Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,151,5139.0,86.19,5225.19,423.42
Drive Thru,210,2597.19,7.2,2604.39,213.95
Take Out,40,882.83,43.56,926.39,72.72
Total,401,8619.02,136.95,8755.97,710.09
