Hour of day,Net sales,Total orders,Total guests
6,226.97,12,14
7,516.94,44,45
8,735.09,44,59
9,708.84,48,63
10,829.88,47,68
11,648.94,38,52
12,628.8,28,44
13,335.25,23,29
14,372.63,15,28
15,244.7,13,16
16,398.06,17,25
17,523.67,22,33
18,726.24,19,39
19,596.44,17,33
20,1027.83,11,52
21,98.74,3,6
