Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1268.0,4959.04,110.39,0.0,5069.43,408.91
NA Beverage,372.0,817.87,0.0,0.0,817.87,67.22
Liquor,15.0,102.36,0.0,0.0,102.36,8.45
Bottled Beer,1.0,3.99,0.0,0.0,3.99,0.33
Draft Beer,4.0,44.96,0.0,0.0,44.96,3.72
Total,1660.0,5928.22,110.39,0.0,6038.61,488.63
