Hour of day,Net sales,Total orders,Total guests
15,255.54,13,21
14,262.21,13,19
9,729.68,36,52
12,512.28,32,44
21,48.41,2,3
16,339.29,13,19
7,338.12,33,38
6,190.57,11,11
10,562.18,35,52
11,938.76,39,60
20,28.8,1,2
18,412.38,18,29
8,555.54,41,48
19,202.08,13,16
17,332.15,12,22
13,220.23,15,20
