Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,120,3240.84,86.23,3327.07,267.07
Drive Thru,185,2115.3,19.16,2134.46,174.38
Take Out,22,572.08,5.0,577.08,47.18
Total,327,5928.22,110.39,6038.61,488.63
