Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,964.0,3316.62,39.15,0.0,3355.77,273.3
Drive Thru,548.0,1698.51,0.0,0.0,1698.51,139.74
Total,1512.0,5015.13,39.15,0.0,5054.28,413.04
