Hour of day,Net sales,Total orders,Total guests
6,298.07,25,30
16,138.75,8,9
17,237.55,9,13
10,534.41,37,48
15,149.04,9,10
20,139.47,7,7
19,176.84,12,12
12,431.17,28,33
13,321.01,17,21
7,448.32,50,51
8,769.73,48,54
14,195.21,20,21
9,453.61,37,41
18,286.43,14,18
11,435.52,30,36
