Hour of day,Net sales,Total orders,Total guests
10,893.97,40,61
8,305.49,19,21
13,307.73,19,22
12,736.71,37,55
7,56.71,4,4
14,195.43,9,10
11,858.59,44,68
9,366.02,30,35
